target,Sales_Change,Employee_Change,Civilian_labor_force_2019,Median_Household_Income_2018,Location Employee Size Actual,Location Sales Volume Actual,Years In Database,Square Footage,Credit Score Alpha,Grocery_within_Zip,Supermarket_within_5_miles,Google_Scores,Google_Reviews,County_Atlantic,County_Bergen,County_Burlington,County_Camden,County_Cape May,County_Cumberland,County_Essex,County_Gloucester,County_Hudson,County_Hunterdon,County_Mercer,County_Middlesex,County_Monmouth,County_Morris,County_Ocean,County_Passaic,County_Salem,County_Somerset,County_Sussex,County_Union,County_Warren
0,0.0,0.0,361189,73337,1,231000.0,6,1999.5,0,210,55,3.8,4.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,-0.33,-0.33,482038,100181,2,505000.0,9,1999.5,1,6,27,4.4,20.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-0.33,-0.33,368748,62875,2,486000.0,8,1999.5,1,80,24,4.4,20.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-0.33,-0.33,276382,80737,2,481000.0,11,1999.5,1,122,25,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,-0.33,-0.33,242208,71959,2,416000.0,8,1999.5,1,250,29,4.4,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,-0.09,0.0,482038,100181,1,253000.0,12,1999.5,0,6,34,4.4,20.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-0.17,0.0,171371,119731,2,459000.0,9,1999.5,1,81,10,4.4,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0.54,-0.33,149747,81315,2,318000.0,10,1999.5,1,32,5,4.4,20.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-0.25,0.0,242208,71959,2,416000.0,7,750.0,0,180,20,4.4,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,18.82,2.5,242208,71959,2,416000.0,10,1999.5,1,30,18,4.4,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,-0.12,0.0,368748,62875,2,486000.0,8,1999.5,1,90,22,4.4,20.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-0.25,0.0,242208,71959,2,416000.0,10,1999.5,1,59,21,4.4,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,-0.12,0.0,368748,62875,2,486000.0,10,1999.5,1,158,17,1.5,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-0.15,0.0,202885,79979,2,469000.0,33,1999.5,1,17,8,4.0,6.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,-0.09,0.0,482038,100181,2,505000.0,13,1999.5,1,79,23,4.4,20.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-0.17,0.0,171371,119731,3,688000.0,8,1999.5,1,35,7,4.4,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,-0.63,-0.5,242208,71959,1,208000.0,18,1999.5,0,77,29,5.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,-0.23,0.0,275023,68483,10,528000.0,15,1999.5,2,84,10,5.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,-0.19,0.0,242208,71959,1,55000.0,12,750.0,0,180,20,4.4,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,-0.17,0.0,361189,73337,2,461000.0,7,750.0,0,99,55,4.4,20.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,-0.09,0.0,482038,100181,2,505000.0,9,1999.5,1,35,22,4.4,20.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-0.13,0.0,276382,80737,1,241000.0,19,1999.5,0,10,22,4.4,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,-0.13,0.0,368748,62875,3,728000.0,36,750.0,2,92,16,4.4,20.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-0.07,0.0,275023,68483,2,518000.0,10,750.0,1,79,8,4.4,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,-0.05,0.0,256698,112396,3,793000.0,6,1999.5,1,45,11,4.4,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0.0,0.0,202885,79979,3,704000.0,24,750.0,2,43,6,3.8,8.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,-0.17,0.0,439073,87666,2,458000.0,14,1999.5,1,93,20,4.4,20.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,-0.08,0.0,482038,100181,3,190000.0,12,750.0,1,20,13,4.4,20.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-0.12,0.0,368748,62875,2,486000.0,7,1999.5,0,90,22,4.4,20.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-0.12,0.0,202885,79979,34,2048000.0,22,7499.5,4,35,7,4.4,20.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,-0.05,0.0,120728,60826,2,529000.0,6,1999.5,0,159,3,4.4,20.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-0.17,0.0,361189,73337,2,461000.0,10,1999.5,1,149,59,4.4,20.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,-0.13,0.0,276382,80737,2,481000.0,9,1999.5,1,17,16,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,-0.09,0.0,482038,100181,2,505000.0,10,1999.5,1,14,14,4.4,20.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-0.2,0.0,361189,73337,2,109000.0,10,750.0,1,166,21,3.8,6.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,-0.17,0.0,361189,73337,3,692000.0,26,1999.5,2,200,39,4.4,20.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,-0.07,0.0,275023,68483,5,1293000.0,10,3749.5,2,10,6,4.4,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,-0.13,0.0,276382,80737,2,481000.0,12,750.0,1,122,25,4.4,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,-0.15,0.0,230589,84470,2,473000.0,13,1999.5,1,0,0,4.4,20.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-0.09,0.0,482038,100181,2,505000.0,27,750.0,1,79,23,4.4,20.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-0.19,0.0,361189,73337,1,55000.0,29,750.0,0,210,55,5.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,-0.13,0.0,368748,62875,2,486000.0,12,1999.5,1,119,15,4.4,20.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-0.25,0.0,242208,71959,2,416000.0,12,1999.5,1,250,29,4.4,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0.01,0.0,253053,67135,2,90000.0,15,750.0,0,9,3,4.4,20.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0,0.0,439073,87666,3,687000.0,27,1999.5,2,12,19,5.0,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,-0.13,0.0,276382,80737,2,481000.0,11,1999.5,1,122,25,4.4,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,-0.05,0.0,256698,112396,3,793000.0,9,1999.5,1,20,13,4.4,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,-0.25,0.0,242208,71959,7,1453000.0,9,3749.5,2,48,19,4.6,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0.0,0.0,45947,62175,12,665000.0,9,3749.5,2,21,5,3.9,361.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0,0.0,482038,100181,1,253000.0,29,750.0,1,10,20,4.2,10.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0,0.0,482038,100181,1,253000.0,29,750.0,1,10,20,4.2,10.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0,0.0,482038,100181,2,505000.0,10,3749.5,1,23,28,5.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0,0.0,368748,62875,2,486000.0,12,3749.5,1,74,17,5.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0,0.0,275023,68483,2,518000.0,12,750.0,1,17,6,4.6,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0.0,0.0,120728,60826,2,529000.0,5,1999.5,0,32,5,3.9,16.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0,0.0,368748,62875,1,243000.0,21,750.0,0,92,15,3.6,22.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0,0.0,328661,99223,2,458000.0,6,1999.5,0,5,10,4.4,7.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0.0,0.0,275023,68483,2,518000.0,22,750.0,1,32,8,5.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0.0,0.0,65061,51790,5,238000.0,2,1999.5,0,35,4,4.7,146.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0,0.0,202885,79979,5,302000.0,10,750.0,1,13,3,4.8,124.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0.0,0.0,439073,87666,5,1145000.0,23,1999.5,3,93,20,3.9,74.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0.0,0.0,328661,99223,15,3435000.0,17,7499.5,3,8,11,4.5,137.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0.0,0.0,171371,119731,20,2731000.0,8,69999.5,3,14,4,4.5,138.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0.0,0.0,439073,87666,4,239000.0,27,750.0,2,23,23,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0.0,0.0,368748,62875,2,486000.0,21,1999.5,1,74,17,5.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0,0.0,256698,112396,2,529000.0,25,750.0,1,23,10,4.6,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0.0,0.0,253053,67135,8,1772000.0,13,1999.5,3,12,7,5.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0,0.0,253053,67135,8,1772000.0,13,1999.5,3,12,7,5.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0,0.0,276382,80737,2,481000.0,13,1999.5,1,43,32,3.9,219.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0.0,0.0,276382,80737,3,721000.0,29,750.0,2,122,25,5.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0.0,0.0,275023,68483,1,259000.0,15,750.0,0,7,7,4.6,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0.0,0.0,149747,81315,1,61000.0,13,750.0,0,55,17,4.3,295.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0,0.0,368748,62875,2,486000.0,17,1999.5,1,220,26,4.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4.15625,0.0,439073,87666,3,2970000.0,8,1999.5,1,82,22,4.8,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0.0,0.0,368748,62875,4,971000.0,28,750.0,2,106,19,4.5,171.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0,0.0,482038,100181,2,505000.0,10,1999.5,1,44,40,4.7,87.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0,0.0,439073,87666,2,458000.0,19,750.0,1,98,12,4.7,23.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0.0,0.0,361189,73337,2,461000.0,6,1999.5,0,118,32,3.8,261.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0,0.0,328661,99223,3,687000.0,13,750.0,1,55,8,4.2,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0.0,0.0,368748,62875,20,4853000.0,15,29999.5,4,10,12,4.3,190.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0,0.0,368748,62875,2,486000.0,13,1999.5,1,220,26,4.8,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0,0.0,242208,71959,2,416000.0,12,1999.5,1,10,1,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0.0,0.0,202885,79979,3,704000.0,17,750.0,2,78,8,4.3,384.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0.0,0.0,253053,67135,10,518000.0,24,1999.5,3,23,18,4.6,315.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0,0.0,361189,73337,4,217000.0,27,750.0,2,200,39,4.4,429.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0,0.0,276382,80737,4,238000.0,32,750.0,2,71,29,4.3,67.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,3.402985075,0.0,230589,84470,5,1182000.0,6,1999.5,2,12,1,5.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0,0.0,361189,73337,4,217000.0,27,750.0,2,200,39,4.4,429.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0,0.0,276382,80737,4,238000.0,32,750.0,2,71,29,4.3,67.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0.0,0.0,482038,100181,2,505000.0,6,1999.5,0,12,28,4.4,20.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.49794238700000004,0.0,368748,62875,2,486000.0,9,1999.5,1,108,17,4.0,322.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0,0.0,275023,68483,2,518000.0,20,750.0,1,84,10,4.3,158.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0.0,0.0,276382,80737,2,481000.0,16,750.0,1,15,17,2.6,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0.0,0.0,482038,100181,3,758000.0,8,1999.5,1,20,29,4.8,9.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0,0.0,65061,51790,2,478000.0,14,1999.5,1,71,2,4.2,35.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0,0.0,361189,73337,3,692000.0,13,1999.5,1,23,52,3.5,48.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0,0.0,276382,80737,5,1201000.0,5,3749.5,1,22,26,4.9,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0.0,0.0,230589,84470,2,473000.0,21,750.0,1,10,33,4.1,71.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0,0.0,230589,84470,7,1654000.0,5,7499.5,1,22,28,5.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0,0.0,256698,112396,2,529000.0,29,3749.5,1,12,8,3.9,39.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0.0,0.0,482038,100181,2,505000.0,8,7499.5,1,18,9,4.5,198.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0,0.0,482038,100181,2,505000.0,3,750.0,0,11,16,4.4,319.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0,0.0,256698,112396,2,529000.0,29,3749.5,1,12,8,3.9,39.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0.0,0.0,482038,100181,2,505000.0,8,7499.5,1,18,9,4.5,198.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0,0.0,482038,100181,2,505000.0,3,750.0,0,11,16,4.4,319.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0,0.0,149747,81315,2,318000.0,6,3749.5,0,32,5,5.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0,0.0,120728,60826,4,1058000.0,12,750.0,2,15,7,4.5,256.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0,0.0,276382,80737,2,481000.0,6,3749.5,0,45,22,4.1,347.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0.0,0.0,149747,81315,12,1903000.0,14,3749.5,3,14,1,4.5,103.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-0.749206349,0.0,482038,100181,5,316000.0,23,750.0,2,9,19,4.4,23.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0,0.0,368748,62875,2,486000.0,8,3749.5,1,9,18,4.2,24.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0,0.0,202885,79979,3,704000.0,5,750.0,0,30,13,4.5,59.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
