target,Company Name,Address,City,ZIP Code,Metro Area,Sales_Change,Employee_Change,County,Civilian_labor_force_2019,Median_Household_Income_2018,Location Employee Size Actual,Location Sales Volume Actual,Years In Database,Square Footage,Credit Score Alpha,Grocery_within_Zip,Supermarket_within_5_miles,Google_Scores,Google_Reviews
1,Trenton Farmer's Market,960 Spruce St,Trenton,8648,"Trenton, NJ",0.0,0.0,Mercer,202885,79979,4,241000.0,37,750.0,2,38,10,4.6,321.0
1,Tropical Hut Catering,3366 US Highway 9,Old Bridge,8857,"Nw Yrk, NY-NJ-PA",0.0,0.0,Middlesex,439073,87666,6,1374000.0,21,1999.5,3,41,9,4.4,82.0
0,Uncle Gino's Marketplace,300 Gordons Corner Rd,Manalapan,7726,"Nw Yrk, NY-NJ-PA",0.0,0.0,Monmouth,328661,99223,20,4580000.0,6,69999.5,3,45,11,4.7,52.0
1,Wanda Supermarket,59 Park Ave,East Orange,7017,"Nw Yrk, NY-NJ-PA",0.0,0.0,Essex,368748,62875,2,486000.0,28,1999.5,1,72,18,4.5,30.0
1,Welsh Farms,1500 Main St,Asbury Park,7712,"Nw Yrk, NY-NJ-PA",0.0,0.0,Monmouth,328661,99223,8,1832000.0,22,3749.5,3,60,9,4.1,29.0
1,Welsh Farms,1330 Main Ave,Clifton,7011,"Nw Yrk, NY-NJ-PA",0.0,0.0,Passaic,242208,71959,2,416000.0,19,1999.5,1,77,29,2.3,15.0
1,Welsh Farms,110 E Front St,Red Bank,7701,"Nw Yrk, NY-NJ-PA",0.0,0.0,Monmouth,328661,99223,2,2210000.0,24,750.0,1,47,12,4.3,8.0
1,Welsh Farms,1500 Main St,Asbury Park,7712,"Nw Yrk, NY-NJ-PA",0.0,0.0,Monmouth,328661,99223,8,1832000.0,22,3749.5,3,60,9,4.1,29.0
1,Welsh Farms,110 E Front St,Red Bank,7701,"Nw Yrk, NY-NJ-PA",0.0,0.0,Monmouth,328661,99223,2,2210000.0,24,750.0,1,47,12,4.3,8.0
0,Big Savings Supermarket,761 Ocean Ave,Jersey City,7304,"Nw Yrk, NY-NJ-PA",0.0,0.0,Hudson,361189,73337,2,461000.0,10,1999.5,1,118,32,5.0,8.0
1,Nunez Grocery,213 Slater St # A,Paterson,7501,"Nw Yrk, NY-NJ-PA",0.0,0.0,Passaic,242208,71959,2,416000.0,19,750.0,1,180,20,3.8,13.0
1,61st Street Deli,6101 Newkirk Ave,North Bergen,7047,"Nw Yrk, NY-NJ-PA",0.0,0.0,Hudson,361189,73337,2,109000.0,26,750.0,1,99,55,4.2,98.0
1,786 Food Market,295 E Railway Ave,Paterson,7503,"Nw Yrk, NY-NJ-PA",0.0,0.0,Passaic,242208,71959,15,3114000.0,19,7499.5,3,65,24,4.3,12.0
1,American Way Food Store,2005 State Route 35 # 11,Oakhurst,7755,"Nw Yrk, NY-NJ-PA",0.0,0.0,Monmouth,328661,99223,3,687000.0,28,3749.5,2,11,9,2.9,15.0
1,Anabellas House Mozz,900 Paterson Plank Rd,East Rutherford,7073,"Nw Yrk, NY-NJ-PA",0.0,0.0,Bergen,482038,100181,2,505000.0,4,1999.5,0,23,28,4.3,564.0
1,Angelo's Italian Market Inc,68 Oceanport Ave,Little Silver,7739,"Nw Yrk, NY-NJ-PA",0.0,0.0,Monmouth,328661,99223,3,687000.0,5,750.0,1,7,11,4.9,65.0
1,Arla Foods Inc USA,106 Allen Rd # 401,Basking Ridge,7920,"Nw Yrk, NY-NJ-PA",0.0,0.0,Somerset,171371,119731,15,2875000.0,6,69999.5,3,14,4,5.0,3.0
1,Bodeguita Deli LLC,81 James St,Bloomfield,7003,"Nw Yrk, NY-NJ-PA",0.0,0.0,Essex,368748,62875,2,486000.0,1,1999.5,1,78,25,4.9,18.0
1,Bud's Market,16 Main St,Quinton,8072,"Phl, PA-NJ-DE-MD",0.0,0.0,Salem,29180,64524,3,999000.0,14,750.0,1,1,0,4.8,173.0
0,C Cavallo's Market,173 Bloomfield Ave,Nutley,7110,"Nw Yrk, NY-NJ-PA",0.0,0.0,Essex,368748,62875,2,486000.0,30,750.0,1,24,26,4.4,113.0
1,Casablanca Supermarket,701 Marshall St,Elizabeth,7201,"Nw Yrk, NY-NJ-PA",0.0,0.0,Union,276382,80737,8,1921000.0,37,1999.5,3,122,25,4.4,484.0
1,Chateau Of Spain Restaurant,11 Franklin St,Newark,7102,"Nw Yrk, NY-NJ-PA",0.0,0.0,Essex,368748,62875,11,655000.0,29,3749.5,3,74,17,4.4,1401.0
1,Corner Stone,100 Kings Way E # D6,Sewell,8080,"Phl, PA-NJ-DE-MD",0.0,0.0,Gloucester,149747,81315,12,2679000.0,3,29999.5,3,36,9,4.9,240.0
1,Dodge's Market,55 Chestnut St,Elmer,8318,"Phl, PA-NJ-DE-MD",0.0,0.0,Salem,29180,64524,6,1998000.0,21,3749.5,3,14,0,4.4,439.0
1,Dodge's Market,55 Chestnut St,Elmer,8318,"Phl, PA-NJ-DE-MD",0.0,0.0,Salem,29180,64524,6,1998000.0,21,3749.5,3,14,0,4.4,439.0
1,Eagle Supermarket,1102 Elizabeth Ave,Elizabeth,7201,"Nw Yrk, NY-NJ-PA",0.0,0.0,Union,276382,80737,28,6722000.0,26,29999.5,4,122,25,4.0,331.0
1,East Coast Catering & Cafe,769 Avenue A,Bayonne,7002,"Nw Yrk, NY-NJ-PA",0.0,0.0,Hudson,361189,73337,8,1844000.0,27,1999.5,3,106,18,4.2,23.0
1,Efe's Halal Food Market,4000 Route 130 # 12,Delran,8075,"Phl, PA-NJ-DE-MD",0.0,0.0,Burlington,230589,84470,2,473000.0,24,3749.5,1,36,23,4.4,74.0
1,El Agila Dorada,830 Broadway,Bayonne,7002,"Nw Yrk, NY-NJ-PA",0.0,0.0,Hudson,361189,73337,10,542000.0,13,3749.5,2,106,18,4.5,699.0
1,El Pueblito Market,782 Emerson St,Lindenwold,8021,"Phl, PA-NJ-DE-MD",0.543554007,0.0,Camden,253053,67135,2,443000.0,14,1999.5,1,54,16,4.0,92.0
1,El Tepeyac Grocery,225 Monroe St # 1,Passaic,7055,"Nw Yrk, NY-NJ-PA",0.0,0.0,Passaic,242208,71959,2,416000.0,21,750.0,1,250,29,4.3,17.0
1,Eli Auto Svc Ctr,618 Cedar Ln,Teaneck,7666,"Nw Yrk, NY-NJ-PA",0.0,0.0,Bergen,482038,100181,3,579000.0,27,750.0,3,33,23,4.4,44.0
0,Esperanza Pueblo Grocery,466 Broadway,Paterson,7514,"Nw Yrk, NY-NJ-PA",0.0,0.0,Passaic,242208,71959,1,208000.0,23,750.0,0,59,21,4.3,4.0
1,Express Mart Smoke Shop,30 Paterson St,New Brunswick,8901,"Nw Yrk, NY-NJ-PA",0.0,0.0,Middlesex,439073,87666,2,458000.0,11,1999.5,1,93,20,3.4,72.0
1,Extra Supermarket,563 Central Ave,East Orange,7018,"Nw Yrk, NY-NJ-PA",0.0,0.0,Essex,368748,62875,23,5581000.0,25,14999.5,4,92,15,3.8,879.0
1,Fat Louie's,132 E Red Bank Ave,Woodbury,8096,"Phl, PA-NJ-DE-MD",0.0,0.0,Gloucester,149747,81315,8,482000.0,7,1999.5,2,55,17,3.9,255.0
1,Florham Park Exxon,151 Columbia Tpke,Florham Park,7932,"Nw Yrk, NY-NJ-PA",0.0,0.0,Morris,256698,112396,3,3777000.0,12,750.0,1,13,16,3.6,44.0
1,Food Circus Super Markets Inc,Deal Rd & State Hwy No 35,Oakhurst,7755,"Nw Yrk, NY-NJ-PA",0.0,0.0,Monmouth,328661,99223,3,687000.0,3,1999.5,0,11,9,4.5,15.0
1,Gaiss Market,1215 Bayshore Rd,Villas,8251,"Ocean City, NJ",0.0,0.0,Cape May,45947,62175,12,4898000.0,37,3749.5,3,6,5,4.7,185.0
1,Ginkaku Japanese Bistro,787 New Jersey 34,Matawan,7747,"Nw Yrk, NY-NJ-PA",0.0,0.0,Monmouth,328661,99223,5,284000.0,2,750.0,0,46,12,4.6,85.0
1,Ginkaku Japanese Bistro,787 New Jersey 34,Matawan,7747,"Nw Yrk, NY-NJ-PA",0.0,0.0,Monmouth,328661,99223,5,284000.0,2,750.0,0,46,12,4.6,85.0
1,Globe Packaging Co,368 Paterson Plank Rd,Carlstadt,7072,"Nw Yrk, NY-NJ-PA",0.0,0.0,Bergen,482038,100181,10,7386000.0,16,7499.5,4,19,29,3.0,2.0
1,Glory's Deli & Grocery,584 Cedar Swamp Rd,Jackson,8527,"Nw Yrk, NY-NJ-PA",0.0,0.0,Ocean,275023,68483,23,4101000.0,36,14999.5,4,51,6,4.4,119.0
1,Gonzalez Mini Market,125 Presidential Blvd # 1,Paterson,7522,"Nw Yrk, NY-NJ-PA",0.0,0.0,Passaic,242208,71959,2,416000.0,4,1999.5,0,59,18,4.6,14.0
1,Grassroots Natural Market,20 1st Ave # 3,Denville,7834,"Nw Yrk, NY-NJ-PA",0.0,0.0,Morris,256698,112396,25,2756000.0,25,29999.5,3,20,13,4.6,74.0
1,Green Acres Health Food Store,1297 Centennial Ave # 4,Piscataway,8854,"Nw Yrk, NY-NJ-PA",0.0,0.0,Middlesex,439073,87666,8,1832000.0,36,7499.5,3,41,17,4.6,44.0
1,Greenwich Deli LLC,458a County Road 519,Stewartsville,8886,"Allen-Bth-Est,PA",0.0,0.0,Warren,56060,77571,1,235000.0,16,1999.5,0,4,3,4.7,30.0
1,Gromart,250 Mill St # 2,Belleville,7109,"Nw Yrk, NY-NJ-PA",-0.569911504,0.0,Essex,368748,62875,2,129000.0,13,750.0,0,41,26,4.5,4.0
1,International Meat Market,588 River St,Paterson,7524,"Nw Yrk, NY-NJ-PA",0.0,0.0,Passaic,242208,71959,2,349000.0,14,750.0,1,52,19,4.7,9.0
1,Ishatars Food Mart & Grill,64 Hancock,Springfield,7081,"Nw Yrk, NY-NJ-PA",0.0,0.0,Union,276382,80737,4,238000.0,3,750.0,0,45,22,4.3,307.0
1,Jackson Service Station,2300 W County Line Rd,Jackson,8527,"Nw Yrk, NY-NJ-PA",0.0,0.0,Ocean,275023,68483,4,3779000.0,34,750.0,2,51,6,4.4,35.0
1,Jazz Convenience,120 W Sylvania Ave,Neptune,7753,"Nw Yrk, NY-NJ-PA",0.0,0.0,Monmouth,328661,99223,2,458000.0,7,1999.5,0,55,8,5.0,9.0
1,John's Friendly Market,622 Station Ave,Haddon Heights,8035,"Phl, PA-NJ-DE-MD",0.0,0.0,Camden,253053,67135,7,1551000.0,22,3749.5,3,3,28,4.7,119.0
1,Kenny's Pit Stop,153 Newark Pompton Tpke,Pequannock,7440,"Nw Yrk, NY-NJ-PA",0.0,0.0,Morris,256698,112396,3,190000.0,9,750.0,1,1,6,4.8,34.0
1,LA Nany Mini Market,356 Union Ave,Paterson,7502,"Nw Yrk, NY-NJ-PA",0.0,0.0,Passaic,242208,71959,2,416000.0,7,1999.5,0,42,17,4.2,990.0
1,LA Parada Chilanga Mexican,399 Dover Rd,Toms River,8757,"Nw Yrk, NY-NJ-PA",0.0,0.0,Ocean,275023,68483,2,518000.0,3,1999.5,0,10,6,4.0,3.0
1,LA Placita,52 Throckmorton St # A,Freehold,7728,"Nw Yrk, NY-NJ-PA",0.0,0.0,Monmouth,328661,99223,1,57000.0,15,750.0,0,86,10,4.0,29.0
1,Landing Market,190 Mount Arlington Blvd,Landing,7850,"Nw Yrk, NY-NJ-PA",2.138339921,0.0,Morris,256698,112396,4,794000.0,20,1999.5,2,3,7,3.9,17.0
1,Leblon Foods Inc,51 Arlington Ave,Kearny,7032,"Nw Yrk, NY-NJ-PA",0.0,0.0,Hudson,361189,73337,2,461000.0,9,1999.5,1,47,20,3.0,6.0
1,Little Ferry Gas Corp,179 US Highway 46,Little Ferry,7643,"Nw Yrk, NY-NJ-PA",0.0,0.0,Bergen,482038,100181,5,6489000.0,15,1999.5,2,17,34,3.9,46.0
1,Livotis Old World Market,160 US Highway 9,Englishtown,7726,"Nw Yrk, NY-NJ-PA",0.0,0.0,Monmouth,328661,99223,3,687000.0,7,7499.5,1,45,11,4.6,556.0
1,Main Lake Market,234 S New Jersey Ave,Lake Hopatcong,7849,"Nw Yrk, NY-NJ-PA",0.0,0.0,Morris,256698,112396,3,793000.0,12,1999.5,1,6,4,4.5,104.0
1,Maize Restaurant,50 Park Pl # A,Newark,7102,"Nw Yrk, NY-NJ-PA",0.0,0.0,Essex,368748,62875,13,774000.0,14,14999.5,2,74,17,3.9,226.0
1,Mama Marie's Italian Market,29 S Broadway,Pitman,8071,"Phl, PA-NJ-DE-MD",0.0,0.0,Gloucester,149747,81315,2,318000.0,13,750.0,1,7,7,4.6,92.0
1,Medina Supermarket,74 S 27th St,Camden,8105,"Phl, PA-NJ-DE-MD",0.0,0.0,Camden,253053,67135,3,665000.0,6,1999.5,1,69,29,3.7,3.0
1,Metal Supermarkets,1 Just Rd,Fairfield,7004,"Nw Yrk, NY-NJ-PA",0.0,0.0,Essex,368748,62875,2,486000.0,6,1999.5,0,23,7,4.6,50.0
1,Mini Mart,773 Palisade Ave,Cliffside Park,7010,"Nw Yrk, NY-NJ-PA",0.0,0.0,Bergen,482038,100181,1,1298000.0,13,750.0,0,30,56,3.8,9.0
1,Mini Mart Food Store,151 Terrace St,Haworth,7641,"Nw Yrk, NY-NJ-PA",0.0,0.0,Bergen,482038,100181,2,505000.0,27,750.0,1,3,17,4.4,80.0
1,Monchy Deli Grocery,200 N Clinton Ave,Trenton,8609,"Trenton, NJ",0.0,0.0,Mercer,202885,79979,3,704000.0,10,1999.5,1,39,8,4.0,69.0
1,Monte Alban Latin America Groc,2773 US Highway 9,Howell,7731,"Nw Yrk, NY-NJ-PA",0.0,0.0,Monmouth,328661,99223,2,458000.0,4,750.0,0,30,7,5.0,1.0
1,Natural Foods General Store,675 Batchelor St,Toms River,8753,"Nw Yrk, NY-NJ-PA",0.0,0.0,Ocean,275023,68483,8,2069000.0,36,1999.5,3,79,8,4.5,36.0
1,NCH Minimart,86 Erie St,Jersey City,7302,"Nw Yrk, NY-NJ-PA",0.0,0.0,Hudson,361189,73337,2,461000.0,15,1999.5,1,73,48,4.8,11.0
1,Netcost,700 Tennent Rd,Rahway,7065,"Nw Yrk, NY-NJ-PA",0.0,0.0,Union,276382,80737,2,481000.0,4,1999.5,0,50,25,4.4,957.0
1,Nicola's Pasta Fresca,735 Fairfield Ave,Kenilworth,7033,"Nw Yrk, NY-NJ-PA",0.0,0.0,Union,276382,80737,2,481000.0,7,1999.5,0,15,31,5.0,3.0
1,Nik Nak Food Market,500 Woodbury Turnersville Rd,Blackwood,8012,"Phl, PA-NJ-DE-MD",0.0,0.0,Camden,253053,67135,3,665000.0,20,750.0,2,39,19,3.6,14.0
1,Nobles Smoke Shop,504 Arnold Ave,Point Pleasant Beach,8742,"Nw Yrk, NY-NJ-PA",0.0,0.0,Ocean,275023,68483,2,379000.0,37,750.0,1,39,8,3.9,22.0
1,Norma's Eastern Mediterranean,145 Barclay Shopping Ctr,Cherry Hill,8034,"Phl, PA-NJ-DE-MD",0.0,0.0,Camden,253053,67135,11,569000.0,24,7499.5,3,32,25,4.5,440.0
1,Oaxaca Food Market,421 Central Ave # A,Jersey City,7307,"Nw Yrk, NY-NJ-PA",0.0,0.0,Hudson,361189,73337,2,461000.0,5,1999.5,0,110,49,3.3,14.0
1,Pac A Sack,704 Main St,Lumberton,8048,"Phl, PA-NJ-DE-MD",0.0,0.0,Burlington,230589,84470,11,589000.0,29,1999.5,3,10,6,4.3,22.0
1,Pantry 1 Food Mart,2947 New Brooklyn Erial Rd,Sicklerville,8081,"Phl, PA-NJ-DE-MD",0.0,0.0,Camden,253053,67135,4,886000.0,14,1999.5,2,32,11,5.0,5.0
1,Park Avenue Meat & Produce Mkt,597 Park Ave,Freehold,7728,"Nw Yrk, NY-NJ-PA",0.0,0.0,Monmouth,328661,99223,3,687000.0,6,1999.5,1,86,10,5.0,1.0
1,Paul-Mart,462 S Main St,Phillipsburg,8865,"Allen-Bth-Est,PA",0.0,0.0,Warren,56060,77571,3,703000.0,22,750.0,2,46,5,3.4,117.0
1,People Choice Market,234 Parker Ave,Clifton,7011,"Nw Yrk, NY-NJ-PA",0.0,0.0,Passaic,242208,71959,2,416000.0,13,1999.5,1,77,29,5.0,1.0
1,Phil-AM Trading,324 Hoboken Ave,Jersey City,7306,"Nw Yrk, NY-NJ-PA",0.0,0.0,Hudson,361189,73337,2,461000.0,30,1999.5,1,200,39,4.3,3.0
1,Plaza Azteca Sicklerville,611 Cross Keys Rd # 554,Sicklerville,8081,"Phl, PA-NJ-DE-MD",0.0,0.0,Camden,253053,67135,37,1914000.0,6,29999.5,3,32,11,4.2,852.0
1,Pur International Inc,52 Main Ave,Passaic,7055,"Nw Yrk, NY-NJ-PA",0.0,0.0,Passaic,242208,71959,2,998000.0,29,750.0,0,250,29,4.8,4.0
1,Que Chula Es Puebla,147 Ocean Ave,Lakewood,8701,"Nw Yrk, NY-NJ-PA",0.0,0.0,Ocean,275023,68483,6,317000.0,10,1999.5,1,84,10,3.7,3.0
1,Quick Stop Deli,2026 Bergenline Ave,Union City,7087,"Nw Yrk, NY-NJ-PA",-0.529284165,1.0,Hudson,361189,73337,4,217000.0,4,1999.5,0,210,55,4.6,22.0
1,Rey's Mini Market,284 Somerset St,New Brunswick,8901,"Nw Yrk, NY-NJ-PA",0.0,0.0,Middlesex,439073,87666,2,458000.0,4,1999.5,0,93,20,4.5,10.0
1,SAS Graphic Supply Inc,52 Fadem Rd,Springfield,7081,"Nw Yrk, NY-NJ-PA",0.0,0.0,Union,276382,80737,12,1515000.0,14,14999.5,3,45,22,4.4,11.0
1,Shalimar Halal Meat & Grocery,41 Middlesex Ave,Iselin,8830,"Nw Yrk, NY-NJ-PA",0.0,0.0,Middlesex,439073,87666,3,687000.0,13,1999.5,1,37,21,3.3,121.0
0,Shop N Bag,7500 S Crescent Blvd # A,Pennsauken,8109,"Phl, PA-NJ-DE-MD",0.0,0.0,Camden,253053,67135,2,443000.0,10,1999.5,1,30,28,3.7,34.0
1,Shop-N-Go,109 Johnson Rd,Turnersville,8012,"Phl, PA-NJ-DE-MD",0.0,0.0,Gloucester,149747,81315,2,318000.0,28,750.0,1,39,19,3.0,1.0
1,Shore Fresh Seafood Market,703 Bridge Ave # 707,Point Pleasant Boro,8742,"Nw Yrk, NY-NJ-PA",0.0,0.0,Ocean,275023,68483,2,518000.0,21,1999.5,1,39,8,4.5,520.0
1,Sinae Fresh Market,183 New Brunswick Ave,Perth Amboy,8861,"Nw Yrk, NY-NJ-PA",0.0,0.0,Middlesex,439073,87666,2,458000.0,6,750.0,0,98,12,4.6,42.0
1,Speedymart Food Stores,915 County Road 517,Hackettstown,7840,"Allen-Bth-Est,PA",0.495327103,0.5,Warren,56060,77571,3,703000.0,30,3749.5,2,37,4,4.2,5.0
1,Sticky's West Indian-Amer,1024 Clinton Ave,Irvington,7111,"Nw Yrk, NY-NJ-PA",0.0,0.0,Essex,368748,62875,1,60000.0,29,750.0,0,220,26,4.5,269.0
1,Stop-N-Go,276 Lafayette Pl,Englewood,7631,"Nw Yrk, NY-NJ-PA",0.0,0.0,Bergen,482038,100181,3,758000.0,18,1999.5,2,39,22,4.6,8.0
0,Subzi Mandi,1549 US Highway 46,Parsippany,7054,"Nw Yrk, NY-NJ-PA",0.0,0.0,Morris,256698,112396,7,1850000.0,21,1999.5,3,60,13,3.5,112.0
1,Sunny's Supermarket,821 Clinton Ave,Newark,7108,"Nw Yrk, NY-NJ-PA",0.0,0.0,Essex,368748,62875,7,866000.0,22,3749.5,4,95,20,5.0,1.0
1,Sunrise Food Market,1600 Main St,Belmar,7719,"Nw Yrk, NY-NJ-PA",0.0,0.0,Monmouth,328661,99223,5,1145000.0,21,1999.5,3,35,12,4.0,9.0
1,Sunrise Food Trading Inc,163 Washington Valley Rd # 103,Warren,7059,"Nw Yrk, NY-NJ-PA",0.0,0.0,Somerset,171371,119731,2,459000.0,2,1999.5,0,14,7,5.0,2.0
1,Sunrise Oriental Products,253 Main St,Hackensack,7601,"Nw Yrk, NY-NJ-PA",0.0,0.0,Bergen,482038,100181,2,505000.0,37,750.0,1,79,23,3.8,26.0
1,Super Latin Store,30 Wilson Ave,Newark,7105,"Nw Yrk, NY-NJ-PA",0.0,0.0,Essex,368748,62875,5,688000.0,7,3749.5,1,106,19,4.0,1.0
1,Super Supermarket,408 Haledon Ave,Haledon,7508,"Nw Yrk, NY-NJ-PA",0.0,0.0,Passaic,242208,71959,2,416000.0,12,3749.5,1,35,17,3.7,580.0
1,Supremo Food Market,25 S Broad St,Elizabeth,7202,"Nw Yrk, NY-NJ-PA",0.0,0.0,Union,276382,80737,2,481000.0,21,3749.5,1,67,28,3.9,606.0
1,Tropical Sun,390 Main St,East Orange,7018,"Nw Yrk, NY-NJ-PA",0.0,0.0,Essex,368748,62875,8,1941000.0,35,1999.5,3,92,15,4.1,624.0
1,Unipak Foods Inc,2410 Iorio Ct,Union,7083,"Nw Yrk, NY-NJ-PA",0.0,0.0,Union,276382,80737,2,481000.0,3,1999.5,0,71,29,4.5,4.0
1,Wegmans Food Markets Inc,29 Emmons Dr # G30,Princeton,8540,"Trenton, NJ",0.0,0.0,Mercer,202885,79979,3,704000.0,2,3749.5,0,35,7,4.6,1708.0
1,Woo-Ri Mart,64 Princeton Hightstown Rd,Princeton Junction,8550,"Trenton, NJ",0.0,0.0,Mercer,202885,79979,4,474000.0,4,3749.5,0,15,8,4.6,450.0
1,Xpress Mart,2778 S Main Rd,Vineland,8360,"Vineland, NJ",0.0,0.0,Cumberland,65061,51790,3,716000.0,8,1999.5,1,92,8,3.4,11.0
1,Yogis Quick Shop,192 Fries Mill Rd,Turnersville,8012,"Phl, PA-NJ-DE-MD",0.0,0.0,Gloucester,149747,81315,3,476000.0,27,750.0,2,39,19,4.5,11.0
1,Zenas American Mediterranean,400 Richey Ave,Oaklyn,8107,"Phl, PA-NJ-DE-MD",0.0,0.0,Camden,253053,67135,4,207000.0,10,750.0,1,29,26,3.8,138.0
1,172 Market LLC,168 Market St,Elmwood Park,7407,"Nw Yrk, NY-NJ-PA",0.0,0.0,Bergen,482038,100181,2,505000.0,11,1999.5,1,21,25,1.0,1.0
1,24 7 EZ Check,393 Central Ave,East Orange,7018,"Nw Yrk, NY-NJ-PA",0.0,0.0,Essex,368748,62875,2,486000.0,7,1999.5,0,92,15,4.3,39.0
0,27 Farm Corp,92 State Route 27,Edison,8820,"Nw Yrk, NY-NJ-PA",0.0,0.0,Middlesex,439073,87666,3,335000.0,7,750.0,1,30,26,3.9,55.0
1,AC Convenience Store,4002 Ventnor Ave,Atlantic City,8401,"Atlantic Cty, NJ",0.0,0.0,Atlantic,120728,60826,2,529000.0,8,1999.5,1,159,3,4.0,4.0
1,AC Deli & Foodmarket,3104 Pacific Ave,Atlantic City,8401,"Atlantic Cty, NJ",0.0,0.0,Atlantic,120728,60826,2,529000.0,16,1999.5,1,159,3,4.6,251.0
1,Addison Shop,268 Park Ave # A,Rutherford,7070,"Nw Yrk, NY-NJ-PA",0.0,0.0,Bergen,482038,100181,1,253000.0,27,1999.5,1,18,28,3.5,6.0
1,African Market,725 Hamilton St # 8,Somerset,8873,"Nw Yrk, NY-NJ-PA",0.0,0.0,Somerset,171371,119731,2,459000.0,31,750.0,1,81,10,3.9,38.0
0,Aj's Food Market,901 N Main St,Pleasantville,8232,"Atlantic Cty, NJ",0.0,0.0,Atlantic,120728,60826,3,2780000.0,15,750.0,1,59,7,5.0,1.0
1,Ak Market Store,251 Crooks Ave,Paterson,7503,"Nw Yrk, NY-NJ-PA",0.0,0.0,Passaic,242208,71959,35,7265000.0,15,14999.5,3,65,24,3.8,23.0
1,Albertson Village,100 Lindis Farne Ave,Haddon Township,8108,"Phl, PA-NJ-DE-MD",0.0,0.0,Camden,253053,67135,2,377000.0,4,3749.5,2,17,21,4.3,14.0
1,Alex's Market,9712 3rd Ave,Stone Harbor,8247,"Ocean City, NJ",4.9902200489999995,5.0,Cape May,45947,62175,6,2449000.0,5,3749.5,1,8,2,5.0,22.0
1,Ali Grocery,1615 Atlantic Ave,Atlantic City,8401,"Atlantic Cty, NJ",0.0,0.0,Atlantic,120728,60826,5,1323000.0,29,1999.5,3,159,3,4.1,80.0
1,Angelo's Market,515 Brick Blvd,Brick,8723,"Nw Yrk, NY-NJ-PA",0.0,0.0,Ocean,275023,68483,5,1293000.0,4,7499.5,1,49,6,4.5,16.0
1,Asian Food Market,79 S Main St,Marlboro,7746,"Nw Yrk, NY-NJ-PA",0.0,0.0,Monmouth,328661,99223,6,1374000.0,9,3749.5,1,14,5,4.2,517.0
1,Atlantic Boston Chicken,501 N Indiana Ave,Atlantic City,8401,"Atlantic Cty, NJ",0.0,0.0,Atlantic,120728,60826,2,529000.0,11,1999.5,1,159,3,3.1,7.0
1,Aunt Charlotte's Candies-Gifts,5 W Maple Ave,Merchantville,8109,"Phl, PA-NJ-DE-MD",0.0,0.0,Camden,253053,67135,30,2422000.0,37,7499.5,4,30,28,4.8,338.0
1,Aunt Debbie's Health Food Str,816 N Main St,Pleasantville,8232,"Atlantic Cty, NJ",0.0,0.0,Atlantic,120728,60826,1,105000.0,22,750.0,0,59,7,4.8,53.0
1,AWAN Convenience Store,3701 Ventnor Ave,Atlantic City,8401,"Atlantic Cty, NJ",0.0,0.0,Atlantic,120728,60826,2,1772000.0,19,750.0,1,159,3,4.0,6.0
1,B E Princess Inc,515 Washington Ave,Carlstadt,7072,"Nw Yrk, NY-NJ-PA",0.0,0.0,Bergen,482038,100181,20,5047000.0,13,29999.5,3,19,29,5.0,4.0
1,Aunt Charlotte's Candies-Gifts,5 W Maple Ave,Merchantville,8109,"Phl, PA-NJ-DE-MD",0.0,0.0,Camden,253053,67135,30,2422000.0,37,7499.5,4,30,28,4.8,338.0
1,Aunt Debbie's Health Food Str,816 N Main St,Pleasantville,8232,"Atlantic Cty, NJ",0.0,0.0,Atlantic,120728,60826,1,105000.0,22,750.0,0,59,7,4.8,53.0
1,Bagliani's Market,417 12th St,Hammonton,8037,"Atlantic Cty, NJ",0.0,0.0,Atlantic,120728,60826,23,6082000.0,22,7499.5,4,42,2,4.8,1168.0
1,Bait Ul Laham Groceries Inc,447 Essex St,Hackensack,7601,"Nw Yrk, NY-NJ-PA",0.0,0.0,Bergen,482038,100181,2,505000.0,2,750.0,0,79,23,4.7,13.0
1,Banzal Bazar Discount,1432 Atlantic Ave,Atlantic City,8401,"Atlantic Cty, NJ",0.0,0.0,Atlantic,120728,60826,2,346000.0,12,7499.5,1,159,3,4.5,4.0
1,Barefoot Market,214 West Ave,Ocean City,8226,"Ocean City, NJ",0.0,0.0,Cape May,45947,62175,2,817000.0,8,1999.5,1,19,4,4.6,62.0
1,Bellino's Market,45 S New York Rd,Galloway,8205,"Atlantic Cty, NJ",0.0,0.0,Atlantic,120728,60826,2,529000.0,4,3749.5,0,32,4,4.7,90.0
1,Bergenline News,7416 Bergenline Ave # A,North Bergen,7047,"Nw Yrk, NY-NJ-PA",0.0,0.0,Hudson,361189,73337,2,461000.0,11,1999.5,1,99,55,5.0,1.0
1,Best Food In Town Chinese,805 E Landis Ave,Vineland,8360,"Vineland, NJ",0.0,0.0,Cumberland,65061,51790,3,143000.0,32,750.0,1,92,8,4.1,183.0
1,Bienaventurado Deli Grocery,475 Mcbride Ave,Paterson,7501,"Nw Yrk, NY-NJ-PA",0.0,0.0,Passaic,242208,71959,2,416000.0,7,1999.5,0,180,20,4.5,17.0
1,Bill Young's Svc Ctr,67 N Main St,Wharton,7885,"Nw Yrk, NY-NJ-PA",0.0,0.0,Morris,256698,112396,3,3777000.0,37,750.0,2,13,8,3.7,15.0
